nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_nao_justificada_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_nao_justificada_comissao,data_nascimento,quant_viagem,salario_bruto,gasto_total_par,gasto_total_gab,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab
JUAREZ ALVES DA COSTA,H,76.0,14.0,2.0,30.0,10.0,4.0,20/01/1960,0,33763.0,292602.49,1107779.47,33762.77,33266.96,40259.36,37858.68,49103.29,26328.45,25776.41,20924.48,16871.27,8450.82,0.0,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,109674.42,108806.09,0
JOSIAS GOMES DA SILVA,H,53.0,14.0,1.0,14.0,6.0,8.0,14/10/1956,0,33763.0,244965.94,763624.57,0,0,0,37812.96,42560.03,33851.36,34320.23,29429.08,28432.62,38159.66,400.0,0.0,0.0,0.0,102768.71,105042.36,111420.19,111471.35,110889.2,110889.2,111143.56,0
JÚLIO CÉSAR DE CARVALHO LIMA,H,86.0,4.0,2.0,29.0,1.0,2.0,25/08/1948,0,33763.0,331420.9,1114549.89,48212.84,33482.83,56838.12,35813.07,40211.43,44250.16,29186.93,16972.21,8076.85,18376.46,0.0,111538.26,111538.26,111538.26,111538.26,111538.26,111501.88,111501.88,111161.8,111501.88,111191.15,0
JULIO CESAR RIBEIRO,H,87.0,2.0,3.0,60.0,6.0,6.0,24/02/1975,0,33763.0,264972.41,1094014.85,26890.1,28619.85,35118.26,31477.2,38418.47,33269.13,13143.92,14635.22,24623.7,18776.56,0.0,110759.02,105263.07,106792.55,108795.61,111223.92,109230.11,110628.48,110962.29,111235.06,109124.74,0
ROGERIO TEIXEIRA JUNIOR,H,90.0,0.0,2.0,25.0,0.0,22.0,23/10/1976,0,33763.0,341582.65,1112183.77,33072.15,34365.28,31977.44,39661.39,44814.09,26560.48,25486.9,17046.65,12279.37,74480.11,1838.79,108921.19,110894.43,111659.58,111659.58,111659.58,111659.58,111659.58,111430.45,111319.9,111319.9,0
GERALDO JUNIO DO AMARAL,H,91.0,1.0,0.0,30.0,0.0,0.0,30/06/1987,0,33763.0,181155.78,1058167.42,18060.29,15136.46,25610.69,31335.45,31129.39,17956.64,18110.53,6532.7,3657.75,12777.63,848.25,111244.01,111568.64,104078.91,107929.17,107929.17,107929.17,104584.75,101899.75,98331.82,102672.03,0
JÚLIO CÉSAR DELGADO,H,91.0,0.0,1.0,48.0,0.0,31.0,18/11/1966,0,33763.0,245184.33,1109806.59,23586.52,35296.45,33823.83,34364.11,56841.53,17475.27,17669.93,11169.38,4631.02,9882.75,443.54,110986.45,110986.45,111235.3,111531.3,111550.51,109027.34,111593.02,110694.89,111562.28,110639.05,0
JOÃO FERRARI JÚNIOR,H,90.0,0.0,2.0,9.0,0.0,3.0,13/07/1967,0,33763.0,101409.58,1110371.24,8680.31,8762.84,8003.19,21597.73,19604.33,15478.69,6864.46,622.21,109.48,11236.54,449.8,110937.81,110937.81,110937.81,110654.13,111456.53,111089.43,111089.43,111089.43,111089.43,111089.43,0
JOSE LOURENÇO BOMFIM JUNIOR,H,54.0,12.0,26.0,0.0,1.0,20.0,18/10/1978,0,33763.0,329934.54,1115892.64,11881.07,43757.09,56694.99,32636.52,44333.41,47598.39,27942.49,30668.11,18880.73,15541.74,0.0,111524.91,111594.6,111623.2,111623.2,111592.68,111586.81,111586.81,111586.81,111586.81,111586.81,0
JOSE JUSCELINO DOS SANTOS REZENDE FILHO,H,85.0,4.0,3.0,1.0,0.0,1.0,06/11/1984,0,33763.0,391234.28,1109745.44,39558.44,52848.98,44643.51,50698.44,48470.78,55791.11,40356.17,36000.27,18177.58,4637.09,51.91,110507.02,110507.02,111186.79,111532.15,110332.3,110764.64,111228.88,111228.88,111228.88,111228.88,0
ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,H,67.0,8.0,17.0,6.0,3.0,30.0,16/04/1985,0,33763.0,272434.42,1107574.02,35529.67,16147.74,37180.59,37869.41,76496.63,42600.85,18616.9,5577.94,2414.69,0.0,0.0,111053.08,111053.08,111053.08,111053.08,111053.08,111053.08,111053.08,110753.12,109724.67,109724.67,0
KIM PATROCA KATAGUIRI,H,84.0,4.0,4.0,62.0,3.0,12.0,28/01/1996,0,33763.0,206487.42,765446.22,15889.67,9310.42,32389.53,35453.98,36648.4,30223.62,22699.49,16601.85,3139.41,4131.05,0.0,75731.76,77161.59,78158.12,78158.12,78158.12,78158.12,71671.03,74027.3,75335.08,78886.98,0
LAERCIO JOSÉ DE OLIVEIRA,H,72.0,14.0,6.0,16.0,5.0,7.0,15/04/1959,0,33763.0,308813.67,1086804.07,20598.89,31888.12,37935.34,49827.18,37808.58,37653.44,39566.37,25894.47,5389.55,18814.62,3437.11,103604.23,107290.08,109521.54,109909.05,111647.51,111647.51,111647.51,107801.38,106867.63,106867.63,0
ELIEL MÁRCIO DO CARMO,H,79.0,5.0,8.0,12.0,1.0,20.0,26/10/1973,0,33763.0,271484.62,1074173.97,31696.46,33415.26,37481.58,36954.21,40691.83,31408.7,21963.05,10012.55,6213.1,20620.89,1026.99,111342.23,108446.45,105583.01,110106.32,109512.89,108231.6,106012.51,105725.06,103118.9,106095.0,0
LAFAYETTE LUIZ DOORGAL DE ANDRADA,H,87.0,5.0,0.0,59.0,0.0,27.0,17/10/1966,0,33763.0,384049.42,1104641.38,29251.73,39861.64,52826.59,42134.64,41334.11,44226.72,44285.13,35678.49,26877.94,24405.7,3166.73,111544.46,111544.46,111544.46,111544.46,111263.26,110390.91,109863.03,108952.78,109202.03,108791.53,0
LEONARDO BARRETO DE MORAES,H,81.0,8.0,3.0,61.0,5.0,1.0,11/01/1984,0,33763.0,221773.94,958890.87,13458.24,17561.59,41858.77,39472.79,46876.47,27265.7,10199.77,4604.15,1514.89,18486.41,475.16,109730.68,109730.68,104705.05,78211.65,98387.94,102628.37,103449.01,93605.55,69793.32,88648.62,0
LEONARDO CUNHA DE BRITO,H,86.0,4.0,2.0,36.0,5.0,9.0,13/04/1979,0,33763.0,424565.9,1093959.42,64865.56,69430.57,43427.25,44023.23,56266.09,40451.85,28627.98,32993.68,24136.85,19519.34,823.5,104448.63,109685.94,109463.1,109785.38,109997.68,108567.57,109778.55,109943.69,110738.33,111550.55,0
JOSÉ LEONARDO COSTA MONTEIRO,H,90.0,2.0,0.0,78.0,2.0,31.0,09/10/1951,0,33763.0,370539.54,1115073.98,30287.88,38974.45,44293.05,49461.68,42783.49,32773.39,37659.13,39429.92,28141.96,26644.63,89.96,111277.54,111461.68,111544.44,111544.44,111544.44,111549.09,111399.39,111591.36,111580.8,111580.8,0
JOSÉ LEÔNIDAS DE MENEZES CRISTINO,H,85.0,7.0,0.0,48.0,5.0,18.0,03/06/1957,0,33763.0,283044.63,1004787.48,32267.47,34350.83,36617.13,40189.49,36516.96,25613.05,35368.62,14652.5,7798.15,18180.68,1489.75,95364.13,97315.51,97580.89,100457.1,101325.85,102548.8,102548.8,102548.8,102548.8,102548.8,0
LOESTER CARLOS GOMES DE SOUZA,H,66.0,1.0,25.0,8.0,0.0,0.0,21/09/1982,0,33763.0,427809.14,1058613.72,51222.08,55278.77,68803.71,41378.22,24009.95,28151.93,27178.56,45367.11,40789.46,45225.17,404.18,108697.08,108954.19,109105.86,109798.14,111299.32,95357.9,101706.13,105392.98,105314.71,102987.41,0
LOURIVAL GOMES DE ALMEIDA,H,86.0,3.0,3.0,14.0,2.0,5.0,22/07/1955,0,33763.0,314643.56,1105692.88,14519.64,25717.22,37716.76,46990.2,74614.42,33015.39,23533.31,15875.95,17628.0,24074.18,958.49,111124.38,110908.22,111228.05,111285.85,111586.93,111489.89,110688.82,111413.02,111471.72,104496.0,0
LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,H,82.0,6.0,4.0,29.0,11.0,43.0,28/10/1976,0,33763.0,350641.16,1095791.23,30310.76,39689.23,42708.93,44491.12,47331.8,40167.99,35099.32,30877.77,25888.18,13973.4,102.66,111466.21,110033.89,110033.89,110625.91,111513.95,110154.4,103839.72,109962.87,110185.54,107974.85,0
LINCOLN DINIZ PORTELA,H,86.0,5.0,1.0,9.0,0.0,0.0,03/11/1953,0,33763.0,301526.94,1095515.61,24877.94,37260.0,27687.95,33349.11,37659.28,37644.95,32037.05,27785.28,19637.79,23587.59,0.0,111204.76,111204.76,111204.76,110871.12,105937.25,106809.84,108941.95,109398.07,109763.49,110179.61,0
LUCAS DE VASCONCELOS GONZALEZ,H,88.0,2.0,2.0,31.0,1.0,15.0,21/12/1988,0,33763.0,141356.58,677075.08,14001.15,13315.11,17768.47,23175.15,28588.17,17992.12,7639.28,4616.15,6645.82,7490.33,124.83,68437.72,62951.08,63166.33,67438.96,71384.5,74468.04,66881.33,62426.29,60148.68,79772.15,0
LUCAS BELLO REDECKER,H,85.0,4.0,3.0,49.0,4.0,2.0,26/05/1981,0,33763.0,297861.04,1105699.54,18366.95,19763.29,37306.39,48214.9,50732.7,27914.6,43469.68,18833.03,14310.9,17733.59,1215.01,111417.0,110962.07,109414.5,108345.27,110762.68,110962.07,110758.96,110962.07,110962.07,111152.85,0
LUIZ ANTONIO C. C. CORRÊA DA SILVA,H,92.0,0.0,0.0,15.0,2.0,13.0,27/12/1940,0,33763.0,338551.92,1109289.06,26760.26,53909.91,51960.94,55507.32,43817.25,22011.84,15741.5,14642.31,13891.12,39344.26,965.21,111465.47,111465.47,110744.43,111390.88,111157.09,111068.18,108984.95,110976.29,111271.35,110764.95,0
LUCIANO DUCCI,H,83.0,0.0,9.0,28.0,0.0,21.0,23/03/1955,0,33763.0,325541.91,1097820.85,46474.19,48810.14,35792.35,32052.26,47967.64,31152.19,36214.31,17713.75,17321.87,12043.21,0.0,109566.95,109566.95,109566.95,109566.97,107107.37,108864.14,110895.38,110895.38,110895.38,110895.38,0
LUIS HENRIQUE DE OLIVEIRA RESENDE,H,65.0,27.0,0.0,0.0,0.0,1.0,23/07/1971,0,33763.0,214083.0,976602.45,25577.63,20154.79,16280.7,21384.26,23717.87,83724.33,12724.71,1700.3,2096.25,246.71,6475.45,102787.88,107579.52,107414.98,106200.45,102578.95,103260.32,87097.78,88793.47,86249.93,84639.17,0
LUCAS DE CASTRO SANTOS,H,67.0,25.0,0.0,19.0,12.0,58.0,08/04/1987,0,33763.0,228649.05,1112338.73,22480.5,18432.79,22998.58,21079.17,26003.4,20905.29,18201.85,23018.52,21902.15,33626.8,0.0,111617.15,111617.15,111617.15,111617.15,111617.15,111617.15,109647.32,110427.08,110907.87,111653.56,0
LUCIANO CALDAS BIVAR,H,51.0,41.0,0.0,0.0,0.0,0.0,29/11/1944,0,33763.0,184311.36,996599.97,18381.42,23290.8,31445.95,19048.08,43618.09,14831.36,14148.53,7726.22,9042.28,2778.63,0.0,91073.95,93911.18,93911.18,88454.35,95106.71,98832.14,103178.96,109418.54,111356.48,111356.48,0
LUIS CLAUDIO FERNANDES MIRANDA,H,91.0,1.0,0.0,65.0,0.0,0.0,27/03/1980,0,33763.0,198128.85,1082807.76,16743.53,33704.02,30605.59,26090.58,21766.24,23916.74,17430.46,16138.85,4746.41,6649.23,337.2,106579.01,108384.08,109890.74,110052.17,110052.17,108853.56,107084.79,108333.76,106788.74,106788.74,0
LUCIO ANTONIO MOSQUINI,H,65.0,18.0,9.0,7.0,10.0,4.0,23/07/1969,1,33763.0,317655.34,1055029.87,22814.86,37943.72,37277.68,33863.39,52954.34,60039.82,35256.76,13602.35,5303.46,17979.22,619.74,103573.81,103573.81,104259.44,105167.9,105078.15,105577.36,103610.02,109603.64,107559.68,107026.06,0
MÁRCIO COSTA MACÊDO,H,52.0,1.0,1.0,8.0,2.0,4.0,18/09/1970,0,33763.0,170636.1,511532.31,0,0,0,0.0,16787.66,27268.99,38765.68,38156.83,35940.77,13716.17,0.0,0,0,0,0.0,46665.52,53660.67,87537.03,101530.81,110745.63,111392.65,0
MARCO AURELIO BERTAIOLLI,H,88.0,1.0,3.0,26.0,0.0,3.0,30/04/1968,0,33763.0,206196.99,1010254.2,28128.86,30235.56,22907.7,47414.1,40248.99,17222.16,7514.38,7024.35,3337.0,2163.89,0.0,104253.35,107457.85,110229.17,106982.17,106721.56,95359.26,95003.0,95003.0,95003.0,94241.84,0
MÁRCIO CARLOS MARINHO,H,74.0,11.0,7.0,21.0,5.0,6.0,12/12/1970,1,33763.0,377422.2,1066590.84,28608.42,24612.71,87100.11,35803.17,42787.11,34980.07,29850.24,23287.44,13207.27,54226.75,2958.91,111538.42,111538.42,111538.42,111538.42,111304.79,104295.83,108413.15,103411.2,97135.73,95876.46,0
MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,H,86.0,3.0,3.0,3.0,5.0,45.0,19/09/1991,0,33763.0,305743.52,1108178.64,37229.73,45797.72,35296.78,47661.27,43605.72,29896.24,19412.64,13864.08,13561.1,19248.24,170.0,111453.36,111453.36,111453.36,111453.36,110719.2,111453.36,110990.79,110945.59,110315.41,107940.85,0
DIONILSO MATEUS MARCON,H,82.0,1.0,9.0,41.0,5.0,6.0,21/09/1964,0,33763.0,358429.31,1111935.23,33805.52,34685.04,46776.77,67340.35,43567.04,42706.44,25113.89,25890.66,17413.91,19958.86,1170.83,111534.3,110974.31,110974.31,110974.31,111019.51,111334.03,110348.97,111528.69,111623.4,111623.4,0
MARLON ARATOR SANTOS DA ROSA,H,63.0,9.0,20.0,7.0,4.0,3.0,25/09/1975,0,33763.0,341132.31,1105751.44,24466.62,19158.58,27520.14,82930.62,59334.2,35941.42,30893.15,15236.67,14231.43,30169.78,1249.7,111188.97,111502.04,111502.04,111502.04,111502.04,109087.84,111502.04,111502.04,111502.04,104960.35,0
MARIO S. M. NEGROMONTE JR.,H,71.0,19.0,2.0,7.0,8.0,7.0,31/08/1980,0,33763.0,284307.76,1116475.54,26386.19,33065.98,33489.75,58105.2,54891.47,26596.75,27166.91,10040.39,1001.41,13563.71,0.0,111647.56,111647.56,111647.56,111647.56,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,0
MÁRIO LÚCIO HERINGER,H,78.0,3.0,11.0,38.0,2.0,22.0,30/09/1954,0,33763.0,274347.68,1106478.37,35777.47,30872.8,52890.28,44007.32,33664.82,25044.69,27897.92,11606.96,7490.7,5000.0,94.72,108960.32,108960.32,110437.25,111355.11,110648.37,110896.1,110606.09,111538.27,111538.27,111538.27,0
MARCOS ANTONIO PEREIRA,H,79.0,13.0,0.0,32.0,6.0,2.0,04/04/1972,0,33763.0,171852.69,1111467.68,33000.03,21288.53,42830.84,19781.81,31532.05,17820.2,2744.05,883.19,735.01,978.18,258.8,111386.7,111386.7,111386.7,111386.7,111386.7,111180.66,109193.42,111386.7,111386.7,111386.7,0
MARX BELTRÃO LIMA SIQUEIRA,H,83.0,6.0,3.0,32.0,4.0,24.0,28/11/1979,0,33763.0,286848.74,1105015.07,43947.39,60863.33,59802.08,39037.85,24587.92,10485.07,8409.92,2.48,198.65,39514.05,0.0,111500.15,105630.21,108240.46,111402.45,111417.01,111417.01,111417.01,111387.27,111301.75,111301.75,0
MAURÍCIO ALEXANDRE DZIEDRICKI,H,90.0,1.0,1.0,11.0,8.0,20.0,26/07/1979,0,33763.0,378904.42,1094729.05,28557.96,41243.96,59588.36,44634.78,61628.19,34814.58,28693.5,28155.6,27746.72,23740.77,100.0,111082.77,111611.06,111268.24,110282.65,109535.38,108881.43,102269.49,108505.54,111074.03,110218.46,0
ANTONIO DA CRUZ FILGUEIRA NETO,H,76.0,12.0,4.0,17.0,13.0,16.0,25/04/1992,0,33763.0,420209.75,1112762.55,52702.54,51161.51,54284.92,48630.65,43394.41,32253.04,34492.26,31643.88,27540.63,42959.03,1146.88,111586.84,110907.07,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,0
MAURO RIBEIRO LOPES,H,84.0,0.0,8.0,20.0,0.0,24.0,24/05/1936,0,33763.0,327838.68,1090963.84,29210.99,42786.99,43725.4,42443.21,51164.98,31636.03,29963.37,26198.94,19363.5,11345.27,0.0,111241.16,111241.16,111038.05,110514.27,111241.16,111241.16,111241.16,104860.7,98879.02,109466.0,0
CARLOS MAURO BENEVIDES FILHO,H,88.0,4.0,0.0,28.0,1.0,0.0,09/03/1959,1,33763.0,259295.91,1007041.5,21129.13,18098.14,36566.13,44445.37,32089.23,29659.65,21607.31,13765.35,7891.6,33025.01,1018.99,93447.35,99891.99,102672.1,105278.45,105278.45,105278.45,103707.6,97162.37,97162.37,97162.37,0
MAURO NAZIF RASUL,H,91.0,0.0,1.0,36.0,0.0,25.0,30/01/1959,0,33763.0,103039.65,1108083.45,4235.25,3815.58,13417.43,17031.41,26117.27,21453.99,8734.3,4519.14,1.25,3256.45,457.58,110974.34,110974.34,110974.34,110974.34,110974.34,110869.4,110263.46,110130.21,110974.34,110974.34,0
MERLONG SOLANO NOGUEIRA,H,83.0,8.0,1.0,49.0,5.0,15.0,17/09/1958,0,33763.0,326197.01,1101261.93,32534.86,34007.17,65910.85,49741.86,44576.54,33550.37,18790.8,882.39,2185.46,41562.14,2454.57,111514.07,111514.07,109889.21,108365.9,108365.9,108365.9,111006.3,111514.07,109968.51,110758.0,0
MIGUEL LOMBARDI,H,92.0,0.0,0.0,59.0,0.0,13.0,29/01/1964,0,33763.0,217790.83,1101861.13,21529.06,20198.21,30632.06,38065.72,45564.65,12768.86,16882.42,10720.35,11587.9,7771.1,2070.5,110285.02,110027.91,108913.76,108699.5,108742.35,110027.91,110185.82,111659.62,111659.62,111659.62,0
MILTON COELHO DA SILVA NETO,H,73.0,10.0,9.0,13.0,5.0,8.0,21/12/1964,0,33763.0,415186.29,1042259.69,41372.83,54381.3,41283.16,61001.85,69046.75,36898.77,32238.51,31948.13,25293.35,20799.93,921.71,98440.42,99358.12,99358.12,99628.66,106925.15,98996.63,107236.13,110253.98,110995.68,111066.8,0
NEY LEPREVOST NETO,H,58.0,6.0,2.0,51.0,4.0,0.0,26/10/1973,0,33763.0,250300.45,730472.1,0,0,0,28018.44,32989.51,37760.39,35739.57,26480.21,19925.2,69342.63,44.5,0.0,0.0,0.0,76475.21,102555.61,109080.88,109944.25,111055.51,110166.27,111194.37,0
NEWTON CARDOSO JUNIOR,H,85.0,1.0,6.0,25.0,1.0,12.0,11/11/1979,1,33763.0,282055.82,1098429.5,62781.95,58116.52,45506.36,30662.5,33316.42,24375.56,21306.96,5675.41,213.73,73.61,26.8,111046.4,110209.9,111152.64,110209.9,110209.9,110104.96,108206.02,109148.38,109148.38,108993.02,0
MILTON VIEIRA PINTO,H,76.0,9.0,7.0,20.0,5.0,10.0,16/09/1962,0,33763.0,285124.17,1094408.85,15104.76,24431.95,43074.46,32806.86,43685.44,26364.39,34727.21,27787.62,21615.96,15525.52,0.0,109457.78,109457.78,106894.46,106497.63,106497.63,109984.28,110730.78,111653.57,111653.57,111581.37,0
MISAEL ARTUR FERREIRA VARELLA,H,72.0,16.0,4.0,2.0,2.0,9.0,27/11/1959,0,33763.0,298825.35,1113759.47,40550.65,28772.67,39473.99,36515.71,55694.58,22863.7,26098.84,9549.21,6139.63,32867.48,298.89,111649.87,111538.32,111538.32,111538.32,111538.32,111538.32,111538.32,111538.32,111463.71,109877.65,0
NELSON NED PREVIDENTE,H,79.0,9.0,4.0,20.0,0.0,0.0,14/02/1960,0,33763.0,324683.53,980718.0,51552.78,56554.42,57033.13,51660.97,58746.46,6365.91,10378.0,3887.61,6650.92,19712.6,2140.73,110616.22,110616.22,110616.22,110616.22,110616.22,110616.22,102405.85,66158.1,63594.02,84862.71,0
NEREU CRISPIM,H,76.0,15.0,1.0,36.0,16.0,14.0,21/07/1963,0,33763.0,420924.99,1097932.79,52892.77,67730.02,46926.51,36681.89,35764.37,43612.55,21861.94,16947.45,12990.65,84534.84,982.0,109332.85,110197.3,111617.15,111498.26,111444.57,109844.51,108850.5,107832.63,108701.27,108613.75,0
NEUCIMAR FERREIRA FRAGA,H,87.0,1.0,4.0,68.0,0.0,7.0,26/06/1966,1,33763.0,359860.53,1098923.43,34545.81,33612.52,49129.99,55029.76,67613.75,35393.03,21575.54,12366.55,10463.83,38274.81,1854.94,111368.66,111040.46,111107.83,111107.83,109270.87,107980.3,110501.19,110501.19,107478.78,108566.32,0
NERI GELLER,H,60.0,14.0,18.0,25.0,7.0,18.0,07/11/1968,1,33763.0,327355.6,1109132.74,26016.06,29783.49,39536.45,41096.72,45632.52,37712.93,29857.26,35665.64,22036.3,18384.59,1633.64,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,105317.58,111647.55,110634.76,0
ANTONIO CARLOS NICOLETTI,H,75.0,1.0,16.0,59.0,0.0,31.0,21/07/1981,0,33763.0,372203.94,1041585.95,38016.72,67484.95,68546.23,46662.93,44145.52,29902.09,21903.43,14408.35,16165.84,24630.72,337.16,106715.96,104753.67,100268.19,104648.11,102051.33,104582.59,104199.41,104950.39,104708.15,104708.15,0
NILSON PINTO DE OLIVEIRA,H,77.0,0.0,15.0,26.0,0.0,39.0,25/03/1952,0,33763.0,340817.41,1102101.46,39664.04,46872.66,56655.2,37457.02,35301.13,36143.13,32546.53,26440.59,14982.99,14304.13,449.99,111368.62,111368.62,111368.62,109207.75,109771.77,111671.95,111671.95,110439.24,109852.23,105380.71,0
NILTO IGNACIO TATTO,H,87.0,4.0,1.0,28.0,4.0,17.0,31/07/1963,1,33763.0,333008.38,1114366.15,21771.11,30106.02,49511.22,34833.12,65168.75,26285.28,25096.49,26593.94,14143.77,35412.98,4085.7,111240.1,111304.77,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,0
NIVALDO FERREIRA DE ALBUQUERQUE NETO,H,67.0,10.0,15.0,3.0,5.0,19.0,07/01/1988,0,33763.0,393548.07,1108543.32,51142.75,32527.8,36723.4,44128.8,45988.02,40122.75,36721.32,36428.86,25644.56,44119.81,0.0,109956.52,110816.48,110816.48,110816.48,110816.48,110835.89,111538.32,111538.32,111538.32,109870.03,0
ODAIR JOSÉ DA CUNHA,H,83.0,6.0,3.0,10.0,1.0,4.0,18/06/1976,0,33763.0,312278.47,1102598.87,55346.62,34653.62,37546.58,42542.21,34172.8,29794.44,18443.73,32816.78,7463.12,18905.38,593.19,111079.82,110852.83,110852.83,109882.9,111168.04,110621.09,105404.52,110351.88,111192.48,111192.48,0
OLIVAL HENRIQUE MARQUES DE SOUZA,H,81.0,6.0,5.0,14.0,1.0,21.0,09/01/1982,0,33763.0,348705.13,1111361.39,64969.14,46736.63,44780.36,30622.11,46335.41,33972.17,36328.22,102.58,52.03,44758.25,48.23,111623.31,111623.31,109592.61,111004.98,111649.12,111623.31,111623.31,111623.31,111623.31,109374.82,0
ONYX DORNELLES LORENZONI,H,54.0,0.0,15.0,11.0,0.0,15.0,03/10/1954,0,33763.0,146437.17,643704.98,0,0,2593.42,28196.18,26612.67,21776.63,21981.35,21195.51,7837.63,15591.09,652.69,0.0,0.0,1497.48,80959.97,107801.6,110926.9,98786.99,82200.32,78655.54,82876.18,0
OTONI MOURA DE PAULO JUNIOR,H,84.0,4.0,4.0,22.0,5.0,10.0,22/11/1976,0,33763.0,313906.3,1094715.33,29251.54,38621.21,33877.22,38157.3,34241.98,39525.24,32193.49,28983.36,14438.89,24616.07,0.0,111344.26,111344.26,103979.14,109309.25,108218.25,109698.65,110326.95,111397.23,108096.55,111000.79,0
JOSE OTACI BARROSO DO NASCIMENTO,H,74.0,4.0,14.0,9.0,3.0,36.0,18/08/1977,0,33763.0,376012.81,1060727.53,34097.64,49392.31,48210.97,34983.27,71884.29,52613.86,34187.15,24172.09,19176.44,7294.79,0.0,110634.47,110634.47,111461.19,104089.69,105399.95,109079.92,98027.86,102477.45,105600.39,103322.14,0
OSSESIO JOSE DA SILVA,H,91.0,0.0,1.0,40.0,0.0,24.0,09/12/1954,0,33763.0,332249.81,1048780.85,22856.08,32967.51,44885.09,44251.03,42878.97,36165.64,32571.0,36167.25,16417.17,20995.13,2094.94,95126.13,100049.61,100049.61,101155.61,107399.42,109451.62,109451.62,109451.62,109451.62,107193.99,0
OSIRES RODRIGUES DAMASO,H,53.0,0.0,7.0,28.0,3.0,14.0,16/04/1963,0,33763.0,257099.87,1079907.46,31408.43,40910.15,58301.89,73416.69,21231.6,1370.5,0,0,0,28450.28,2010.33,110263.55,111361.15,110459.82,110403.44,108465.34,105166.62,104902.35,104902.35,106842.2,107140.64,0
OSMAR GASPARINI TERRA,H,78.0,13.0,1.0,51.0,19.0,1.0,18/02/1950,0,33763.0,353671.24,1112941.73,33397.85,46176.89,34640.39,49625.96,53227.35,32297.67,37884.2,36597.23,7240.39,15804.5,6778.81,109825.73,111653.7,111653.7,111653.7,111653.7,111406.01,110461.51,111544.56,111544.56,111544.56,0
ORLANDO SILVA DE JESUS JUNIOR,H,86.0,6.0,0.0,55.0,2.0,29.0,27/05/1971,1,33763.0,347684.93,1111690.71,34078.45,50115.29,48011.52,36761.9,35143.24,42254.79,31343.85,29333.12,17559.57,22948.2,135.0,111617.03,111617.03,111617.03,111617.03,111617.03,110482.75,110592.71,110092.96,111501.8,110935.34,0
OSMAR JOSÉ SERRAGLIO,H,90.0,2.0,0.0,18.0,1.0,5.0,23/05/1948,0,33763.0,322631.42,1078596.19,19077.7,29207.4,26130.41,20067.8,44531.69,51037.47,44790.12,55420.83,11647.4,19012.2,1708.4,102045.23,102045.23,102373.18,107128.41,107128.41,111455.77,111604.99,111604.99,111604.99,111604.99,0
LUIZ CARLOS GOMES DOS SANTOS JUNIOR,H,0,0,0,0,0,0,16/08/1979,0,33763.0,319812.15,768663.19,0,0,0,60278.28,45102.92,59103.24,25424.98,22413.28,4801.02,102688.43,0.0,0.0,0.0,0.0,99490.98,111544.01,111370.3,111559.83,111589.2,111555.3,111553.57,0
LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,H,92.0,0.0,0.0,58.0,0.0,1.0,10/12/1977,0,33763.0,266078.96,1104744.46,31403.73,29475.83,44044.7,36275.81,37791.57,25474.97,22228.02,13587.63,12264.36,13532.34,0.0,111586.85,109394.7,110910.09,111665.82,111665.82,111665.82,111338.69,111132.04,111132.04,104252.59,0
OTTO ROBERTO MENDONÇA DE ALENCAR FILHO,H,85.0,7.0,0.0,38.0,3.0,5.0,07/07/1977,0,33763.0,330138.13,1110778.2,28191.31,32661.13,41179.54,35834.47,40153.83,38194.37,35104.11,30226.34,27484.62,19263.73,1844.68,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,0
LUIZ HILOSHI NISHIMORI,H,70.0,19.0,3.0,19.0,6.0,7.0,09/04/1949,0,33763.0,330074.38,1109933.29,26662.66,40716.7,40962.2,48292.97,35368.39,19045.34,23509.88,23445.46,13016.89,59053.89,0.0,110729.39,107428.89,110412.97,111629.27,111629.27,111629.27,111629.27,111586.42,111629.27,111629.27,0
LUIZ CARLOS MOTTA,H,84.0,0.0,8.0,25.0,0.0,25.0,24/04/1959,0,33763.0,202712.51,1105537.79,14042.14,18661.32,24345.26,27399.17,56728.5,17013.5,17082.53,5413.05,9042.24,12724.51,260.29,111398.85,111398.85,111398.85,111398.85,111398.85,111354.57,110070.44,110070.44,110070.44,106977.65,0
